,region,price,description,dateStata,dateISO,year
6716,8,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6717,7,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6718,7,1.29,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6719,2,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6720,10,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6721,12,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6722,4,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6723,8,4.4499998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6724,8,4.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6725,2,4.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6726,9,2.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6727,9,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6728,12,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6729,7,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6730,6,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6731,5,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6732,8,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6733,9,5.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6734,3,2.75,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6735,9,5.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6736,7,1.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6737,13,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6738,11,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6739,3,8.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6740,12,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6741,12,5.3899999,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6742,2,6.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6743,5,4.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6744,4,4.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6745,6,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6746,3,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6747,4,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6748,9,6.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6749,8,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6750,2,6.4000001,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6751,6,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6752,3,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6753,5,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6754,13,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6755,9,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6756,3,1.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6757,10,6.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6758,8,1.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6759,8,7.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6760,10,4.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6761,6,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6762,7,1.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6763,5,9.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6764,2,2.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6765,2,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6766,4,6.29,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6767,9,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6768,6,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6769,5,1.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6770,3,6.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6771,4,1.75,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6772,12,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6773,10,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6774,3,12.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6775,7,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6776,6,9.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6777,2,5.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6778,6,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6779,5,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6780,8,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6781,9,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6782,2,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6783,4,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6784,7,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6785,11,1.75,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6786,12,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6787,2,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6788,12,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6789,5,3.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6790,3,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6791,4,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6792,7,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6793,3,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6794,3,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6795,9,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6796,9,5.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6797,9,6.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6798,12,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6799,8,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6800,4,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6801,8,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6802,6,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6803,7,5.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6804,9,2.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6805,11,4.0,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6806,10,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6807,11,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6808,9,4.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6809,13,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-07-2020,2020-07-01,2020
6810,5,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6811,8,0.34999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6812,2,2.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6813,7,6.4899998,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6814,8,0.40000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6815,7,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6816,3,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6817,9,1.6900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6818,4,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6819,13,1.95,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6820,5,1.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6821,9,1.6900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6822,3,2.5,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6823,3,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6824,6,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6825,6,0.34999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6826,9,2.3900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6827,10,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6828,9,1.75,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6829,8,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6830,11,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6831,9,2.1900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6832,11,0.40000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6833,7,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6834,4,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6835,6,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6836,2,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6837,12,2.1900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6838,3,0.69999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6839,7,1.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6840,9,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6841,4,1.95,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6842,2,4.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6843,5,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6844,3,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6845,5,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6846,7,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6847,5,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6848,7,0.34999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6849,9,2.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6850,7,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6851,3,1.6900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6852,5,3.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6853,11,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6854,8,0.40000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6855,7,1.6,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6856,12,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6857,12,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6858,10,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6859,3,0.40000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6860,6,2.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6861,4,1.8,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6862,2,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6863,2,0.34999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6864,7,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6865,13,0.69999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6866,4,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6867,3,1.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6868,5,1.85,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6869,11,1.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6870,4,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6871,5,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6872,10,0.40000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6873,10,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6874,2,1.99,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6875,8,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6876,8,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6877,11,2.3,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6878,13,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6879,11,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6880,8,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6881,12,0.44999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6882,3,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6883,10,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6884,9,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6885,3,8.9899998,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6886,5,2.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6887,9,2.1900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6888,12,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6889,3,2.3900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6890,12,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6891,2,5.5500002,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6892,8,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6893,9,1.6900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6894,13,1.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6895,3,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6896,9,2.1900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6897,4,1.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6898,12,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6899,4,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6900,2,0.55000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6901,2,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6902,12,2.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6903,3,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6904,12,1.95,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6905,6,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6906,8,0.69999999,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6907,5,0.40000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6908,8,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6909,7,1.4,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6910,6,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6911,4,4.0900002,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6912,9,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6913,6,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6914,9,3.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6915,9,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6916,13,1.8,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6917,8,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6918,6,1.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6919,12,2.0,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6920,8,1.85,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6921,2,2.29,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6922,10,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6923,10,1.65,PAIN KILLER TABLETS-16-24 PACK,01-07-2020,2020-07-01,2020
6924,7,3.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6925,9,4.1500001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6926,8,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6927,9,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6928,6,4.0999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6929,9,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6930,2,4.0999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6931,2,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6932,9,4.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6933,12,2.3,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6934,4,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6935,8,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6936,8,4.75,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6937,6,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6938,2,4.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6939,13,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6940,12,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6941,9,4.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6942,3,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6943,11,4.1500001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6944,2,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6945,12,3.99,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6946,7,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6947,4,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6948,6,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6949,12,2.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6950,3,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6951,5,5.4899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6952,8,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6953,3,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6954,2,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6955,3,2.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6956,6,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6957,2,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6958,3,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6959,4,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6960,8,3.99,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6961,6,4.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6962,9,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6963,2,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6964,5,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6965,10,4.0999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6966,5,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6967,9,4.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6968,13,4.0999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6969,5,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6970,12,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6971,4,4.0999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6972,9,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6973,4,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6974,3,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6975,13,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6976,3,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6977,11,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6978,12,4.75,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6979,7,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6980,4,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6981,12,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6982,10,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6983,2,4.1500001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6984,8,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6985,7,4.6900001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6986,3,4.0999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6987,12,4.1500001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6988,9,2.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6989,4,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6990,3,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6991,10,4.1500001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6992,8,2.5999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6993,7,4.1500001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6994,5,3.5,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6995,10,2.05,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6996,3,3.99,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6997,7,3.99,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6998,6,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
6999,7,1.9,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7000,11,4.0999999,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7001,8,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7002,9,4.79,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7003,13,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7004,2,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7005,13,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7006,5,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7007,4,4.1500001,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7008,11,4.9899998,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7009,10,4.0,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
7010,2,4.3200002,COLD/FLU DRINK POWDER,01-07-2020,2020-07-01,2020
