,region,price,description,dateStata,dateISO,year,month
819,7,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
820,8,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
821,2,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
822,7,1.33,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
823,4,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
824,6,1.2,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
825,10,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
826,3,2.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
827,3,1.1,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
828,3,2.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
829,5,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
830,5,1.58,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
831,9,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
832,2,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
833,13,1.1,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
834,3,0.99000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
835,5,0.80000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
836,9,0.85000002,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
837,4,1.59,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
838,7,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
839,11,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
840,6,1.99,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
841,4,1.6,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
842,6,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
843,13,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
844,12,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
845,5,0.89999998,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
846,8,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
847,2,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
848,8,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
849,9,2.4000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
850,11,0.99000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
851,5,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
852,9,0.80000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
853,7,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
854,11,0.80000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
855,11,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
856,3,1.6,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
857,5,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
858,10,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
859,13,2.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
860,2,1.99,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
861,10,2.4000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
862,3,1.58,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
863,12,1.2,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
864,5,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
865,9,0.99000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
866,4,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
867,4,2.25,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
868,6,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
869,12,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
870,5,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
871,13,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
872,8,0.99000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
873,9,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
874,12,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
875,7,1.1,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
876,6,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
877,12,1.99,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
878,3,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
879,3,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
880,6,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
881,2,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
882,8,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
883,6,0.85000002,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
884,5,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
885,11,2.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
886,5,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
887,3,0.80000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
888,12,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
889,12,2.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
890,5,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
891,7,1.4,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
892,11,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
893,7,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
894,6,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
895,10,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
896,3,1.6,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
897,4,2.1500001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
898,7,1.2,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
899,12,0.85000002,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
900,5,1.6900001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
901,3,1.1,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
902,4,2.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
903,8,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
904,6,1.6,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
905,2,2.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
906,6,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
907,9,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
908,3,0.80000001,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
909,4,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
910,9,1.33,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
911,2,1.79,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
912,2,0.85000002,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
913,4,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
914,3,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
915,8,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
916,3,1.6,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
917,12,1.0,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
918,2,1.38,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
919,10,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
920,2,1.8,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
921,3,0.85000002,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
922,9,0.60000002,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
923,3,1.5,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
924,8,1.33,TISSUES-LARGE SIZE BOX,01-01-2020,2020-01-01,2020,1
925,9,9.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
926,2,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
927,5,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
928,7,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
929,10,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
930,8,4.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
931,12,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
932,9,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
933,5,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
934,3,1.3,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
935,9,4.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
936,8,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
937,2,6.4000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
938,12,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
939,6,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
940,6,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
941,5,9.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
942,3,8.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
943,3,1.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
944,5,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
945,3,6.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
946,7,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
947,9,1.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
948,2,5.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
949,6,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
950,4,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
951,7,1.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
952,9,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
953,7,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
954,3,1.3,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
955,8,7.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
956,6,6.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
957,4,2.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
958,12,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
959,9,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
960,5,7.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
961,10,6.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
962,5,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
963,5,2.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
964,13,9.9499998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
965,7,1.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
966,10,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
967,2,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
968,4,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
969,3,12.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
970,5,9.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
971,9,2.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
972,2,9.8000002,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
973,4,2.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
974,6,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
975,4,1.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
976,5,3.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
977,3,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
978,8,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
979,9,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
980,3,11.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
981,2,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
982,12,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
983,8,4.4499998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
984,8,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
985,6,1.1900001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
986,11,8.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
987,7,5.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
988,8,2.3499999,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
989,11,2.25,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
990,7,5.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
991,10,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
992,12,2.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
993,9,5.3899999,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
994,13,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
995,7,2.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
996,10,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
997,11,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
998,12,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
999,6,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1000,6,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1001,12,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1002,7,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1003,3,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1004,7,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1005,6,10.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1006,11,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1007,4,2.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1008,4,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1009,11,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1010,9,1.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1011,12,3.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1012,8,1.25,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1013,3,2.25,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1014,5,1.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1015,13,1.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1016,8,2.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1017,10,2.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1018,6,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1019,8,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1020,2,7.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1021,9,5.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1022,9,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1023,3,6.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1024,11,2.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1025,5,3.6500001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1026,13,3.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1027,3,1.3,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1028,7,1.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1029,12,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1030,9,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1031,5,4.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1032,3,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1033,12,1.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1034,8,1.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1035,2,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1036,2,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1037,7,2.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1038,2,6.9899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1039,13,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1040,4,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1041,5,2.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1042,9,2.75,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1043,6,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1044,2,11.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1045,8,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1046,9,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1047,9,4.6999998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1048,2,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1049,12,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1050,4,3.9000001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1051,3,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1052,12,3.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1053,3,5.0,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1054,11,1.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1055,2,1.99,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1056,4,2.75,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1057,6,4.3499999,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1058,2,2.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1059,11,4.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1060,5,1.29,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1061,2,5.1900001,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1062,3,3.49,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1063,8,8.5,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1064,9,5.4899998,MULTI-VITAMINS CAPSULES/TABLET,01-01-2020,2020-01-01,2020,1
1065,3,0.5,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1066,12,2.0,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1067,3,1.6900001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1068,2,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1069,12,2.29,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1070,6,1.7,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1071,3,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1072,8,1.7,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1073,4,1.29,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1074,4,0.75,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1075,7,2.0,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1076,9,1.6900001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1077,9,1.0,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1078,2,4.29,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1079,12,1.7,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1080,3,0.40000001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1081,3,2.5,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1082,3,0.5,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1083,4,1.7,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1084,3,1.5,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1085,4,0.44999999,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1086,10,2.0,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1087,11,1.65,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1088,12,2.4000001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1089,10,1.7,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1090,5,2.0,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1091,10,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1092,9,2.1900001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1093,9,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1094,10,0.25,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1095,6,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1096,2,1.7,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1097,12,2.0,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1098,8,0.30000001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1099,4,1.65,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1100,3,2.5,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1101,6,2.7,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1102,2,0.30000001,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
1103,4,2.5,PAIN KILLER TABLETS-16-24 PACK,01-01-2020,2020-01-01,2020,1
